model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""Explore keeps vanishing on samsung fold 4, keep having to uninstall and install again to get it back, have cleared cache etc no change"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Samsung Fold 4's exploration feature is constantly resetting. Needing multiple reboots just to regain functionality."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Why does it keep bringing the upgrade upon installing it"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,What's causing this recurring update when setting up?
qwen2.5:1.5b,"Generate ONLY a different comment to ""Too many pay walls in the app"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,There should be fewer barriers set up for accessing content within the application.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Eh, I mean... It's tinder, so you won't meet anyone special. Everyone has this app though."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Ah, Tinder is just another dating app where everyone uses it too."
qwen2.5:1.5b,"Generate ONLY a different comment to ""So many bots and fakes. Unless you pay you're invisible. People are here and matches happen but it's few and far between. That said it's better than most alternatives for sparking some conversation."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"So many bots and fakes, unless paid attention to disappear entirely. People are present yet interactions remain rare and sporadic compared to other options that can spark conversations."
qwen2.5:1.5b,"Generate ONLY a different comment to ""It works, but there's a serious bot issue, I matched with 8 people. Half were real and half were bots who used certain characters to make a promotion of their OF accs."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"There are indeed issues related to detecting genuine users among bot promotions, as only eight individuals out of those matched with real accounts turned out to be legitimate. Half were bots attempting deceptive tactics using specific characters for"
qwen2.5:1.5b,"Generate ONLY a different comment to ""I Tinder, it is not easy to find the profile who likes unless you pay."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Finding profiles liking someone on Tinder without paying isn't straightforward.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Keep getting notifications for matches or messages but when I open it there's nothing new... Take forever for the app to get caught up with notifications"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Your device is lagging behind in processing notification requests.
qwen2.5:1.5b,"Generate ONLY a different comment to ""good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""Pretty straight forward and easy to setup a profile in minutes. Matching & Messaging is easy enough. Pushes quite a bit for you to upgrade, but that's the nature, I guess. App stopped notifying of a Match or even a Missed Match since the last two weeks or so. Contacted support, 3 different people replied overall, and only 1 could advise to actually try something and still hasn't worked. Not been back in touch since which is pretty poor. Even Screen captured what was happening and nothing back"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The app has a straightforward setup process, quick profile creation, easy matching & messaging functionality, with significant features for upgrade potential that come at an expense of poor customer support. Contacting multiple support personnel yielded"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Good stuff"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great work!
qwen2.5:1.5b,"Generate ONLY a different comment to ""good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""easy to use many choices"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Very intuitive with ample options available.
qwen2.5:1.5b,"Generate ONLY a different comment to ""this app is so good u can imagine making new friends but the app doesnt have normally call on video call and most people don't love video call so for that I'll rate 3 stars"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This app offers fantastic opportunities to meet new folks, just imagine how it could enhance your social life! However, its primary downfall is a lack of support in video calls which significantly reduces user engagement. As"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Gives me duplicate notifications. Annoying when it looks like I have a new like or message just to see its the same thing."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This issue makes tracking updates difficult and confusing.
qwen2.5:1.5b,"Generate ONLY a different comment to ""They banned me for 2 years now I have not been able to use the app anymore"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Now, you're stuck without access to the app."
qwen2.5:1.5b,"Generate ONLY a different comment to ""why does everything need our money as tokens when it's simply a dating app ugh 😑"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Why do we give so much for something that could be free? 🤔
qwen2.5:1.5b,"Generate ONLY a different comment to ""for some reason its really buggy"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"For an unknown reason, it exhibits significant bugs."
qwen2.5:1.5b,"Generate ONLY a different comment to ""blaaa"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great job!
qwen2.5:1.5b,"Generate ONLY a different comment to ""I have 99+ likes on my profile and yet it says there are no people nearby. My distance AND AGE settings are on max. There really should be some sort of penalty for ignoring matches."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"That's puzzling; usually, proximity or age filters don't affect visibility unless explicitly stated in your privacy preferences. Perhaps try adjusting these settings to see if that resolves it?"
qwen2.5:1.5b,"Generate ONLY a different comment to ""good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""nice"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""What I really don't like about this app is even with gold u need to pay and upgrade more money to platinum to even message with ppl that match or like that's prettY dumb unsubscribing and uninstalling this app sucks moose balls meet me sucks but at least you can text with others."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This app is confusingly expensive, even for gold users. It's frustrating that platinum status requires such a significant upgrade just to message people who match or like your profile. Unsubscribing and uninstall"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Quanta gente feia em um único lugar! Saí com a autoestima alta kkk"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Verdade, parece que todos têm algo pra criticar aqui!"""
