model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""Tinder can't deal with fake profiles, and if you report them, they block your profile. 😡"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Tinder struggles with verifying genuine accounts; once reported, their blocking policy is harsh."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Worst app ever! You have to pay a lot of money in order to actually try to meet someone. It really limited what you can actually do in the app for FREE"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Best way to waste time and break your budget."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Wish my account didn't get banned for no reason"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I hope this ban is temporary and doesn’t affect future interactions positively.
qwen2.5:1.5b,"Generate ONLY a different comment to ""- App is trash. In 7 years in first year few matches they vanished due to app update. Last years no match at all, and I evem changed pictures. - Filters not working I put 20 miles (my city range) and I got to see persons from more than 200miles away! - You pay for super likes- money wasted! Not recommend at all!"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The app has been discontinued after just one year, leading to a complete loss of matches. Filters don't work properly either; you can see people from far beyond your range. The excessive payment for likes"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Rules need to be put in place that ensure you cant use 'scenery' or a dog as your profile pictures. I have Tonder a try, but it has a bad reputation for a reason. There's not enough safety measures in place either."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Scenery and dogs are off-limits; no risk of negative publicity."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Idk what kinda system you have going on with this thing but it's stupid, I was banned for no reason....was never given a reason...and I know I never did anything to be treated like that Just clicked the app one morning and was told I was banned..no explanation, nothing..not even a chance to argue my case Restore my profile and do better"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Understandably frustrated with unjustified bans. Hope for clarification soon.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Filled to the brim with transphobes, ""poly"", unicorn hunters, and creepy cis dudes. Stay away from this app for your own sanity"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Stay clear of these toxic individuals; they're infecting the platform.
qwen2.5:1.5b,"Generate ONLY a different comment to ""bad turn over rate"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Poor turnover ratio observed.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Just a scam to charge people for the smallest amount of human connection"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This is just an excuse to collect minimal interaction fees.
qwen2.5:1.5b,"Generate ONLY a different comment to ""mucho match nada de mensajes"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Mucha coincidencia sin noticias.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Recycles the same people over and over again. This app is a joke."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This program keeps using the exact individuals repeatedly, which makes it absurd."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Just an app to verify your email everyday"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Sure thing! Just another tool for daily verification of emails.
qwen2.5:1.5b,"Generate ONLY a different comment to ""My account was banned for no reason"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Sorry about that; your account has been temporarily suspended without any explanation.
qwen2.5:1.5b,"Generate ONLY a different comment to ""HOW CAN THIS APP BE SO BAD !!!! Trying to open someone's profile , boom won't let me even tho we are matches like DUUUDEEEE. Am ok paying idc but like YOU SERIOUSLY EXPECT USERS TO USE IT WHEN ITS SO BAD MADE WHEN PAYING USERS GOT SUCH BAD EXPERIENCE duuuddeeeeee am a platinum user and I think it's a terrible application 🤢🤮 Edit : bit f u devs"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"THIS APP IS ABSOLUTELY DISAPPOINTING AND INEFFICIENT, EVEN FOR PLATINUM USERS LIKE ME. WHY WOULD ANYONE WANT TO USE IT WHEN THE EXPERIENCE IS"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Free is useless, shameless scam...This app is so poor and full of bugs that only stupid people with limited brain capacity can like it. Uninstalled."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Uninstalling this app feels like throwing away a perfectly good gift."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""got banned without warning or explanation eventhough I did nothing wrong..."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Got suspended unexpectedly despite no misconduct...
qwen2.5:1.5b,"Generate ONLY a different comment to ""I JUST GOT BANNED AND THEY REFUSE TO TELL ME WHY??? This happened after I put ""no trans"" in my bio, that's not even offensive?!? TERRIBLE customer support! Gold is now more expensive and gives you even less.. from $20/month, now $20/week... TRASH"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This happened after I removed my gender designation. That's not offensive! Why did they ban me? Terrible customer support for a gold plan that costs less now. Trashing it, too bad."
qwen2.5:1.5b,"Generate ONLY a different comment to ""This is one of the worst dating apps ever. You hardly ever match with anyone and if you do they never respond and there's a high chance that they are a bot."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,These features indicate poor user experience on this app.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Got banned for no apparent reason and have paid for a premium membership. Joke of an app stole my money and have no reason for a ban"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"App's fine print was unclear, leading to unexpected fees after banning without explanation."
